The Creational Patterns are {{c1::Abstract Factory}}, {{c1::Builder}}, {{c1::Factory Method}}, {{c2::Prototype}}, and {{c2::Singleton}}.	DesignPatterns	1	
The Structural Patterns are {{c1::Adapter}}, {{c1::Bridge}}, {{c1::Composite}}, {{c2::Decorator}}, {{c2::Facade}}, {{c2::Flyweight}}, and {{c2::Proxy}}.	DesignPatterns	1	
The Behavioral Patterns are {{c1::Chain of Responsibility}}, {{c1::Command}}, {{c1::Interpreter}}, {{c2::Iterator}}, {{c2::Mediator}}, {{c2::Memento}}, {{c3::Observer}}, {{c3::State}}, {{c3::Strategy}}, {{c4::Template Method}}, and {{c4::Visitor}}.	DesignPatterns	1	
In the MVC triad, the relationship between the {{c1::model}} and the {{c1::view(s)}} is an example of the more general {{c2::Observer}} pattern.	DesignPatterns	1	
In the MVC triad, the relationship between the {{c1::views}} and the {{c1::nested views of those views}} is an example of the more general {{c2::Composite}} pattern.	DesignPatterns	1	
In the MVC triad, the relationship between the {{c1::view}} and the {{c1::controller(s)}} is an example of the more general {{c2::Strategy}} pattern.	DesignPatterns	1	
Each pattern consists of: {{c1::Pattern Name and Classification}}, {{c1::Intent}}, {{c1::Also Known As}}, {{c2::Motivation}}, {{c2::Applicability}}, {{c2::Structure}}, {{c3::Participants}}, {{c3::Collaborations}}, {{c3::Consequences}}, {{c4::Implementation}}, {{c4::Sample Code}}, {{c4::Known Uses}}, {{c4::Related Patterns}}	DesignPatterns	1	
Pattern name: {{c1::Abstract Factory}} Intent: {{c2::Provide an interface for creating families of related or dependent objects without specifying their concrete classes.}}	DesignPatterns	1	
Pattern name: {{c1::Builder}} Intent: {{c2::Separate the construction of a complex object from its representation so that the same construction process can create different representations.}}	DesignPatterns	1	
Pattern name: {{c1::Factory Method}} Intent: {{c2::Define an interface for creating an object, but let subclasses decide which class to instantiate.  This pattern lets a class defer instantiation to subclasses.}}	DesignPatterns	1	
Pattern name: {{c1::Prototype}} Intent: {{c2::Specify the kinds of objects to create using a prototypical instance, and create new objects by copying this prototype.}}	DesignPatterns	1	
Pattern name: {{c1::Singleton}} Intent: {{c2::Ensure a class only has one instance, and provide a global point of access to it.}}	DesignPatterns	1	
Pattern name: {{c1::Adapter}} Intent: {{c2::Convert the interface of a class into another interface clients expect. This pattern lets classes work together that couldn't otherwise because of incompatible interfaces.}}	DesignPatterns	1	
Pattern name: {{c1::Bridge}} Intent: {{c2::Decouple an abstraction from its implementation so that the two can vary independently}}	DesignPatterns	1	
Pattern name: {{c1::Composite}} Intent: {{c2::Compose objects into tree structures to represent part-whole hierarchies. This pattern lets clients treat individual objects and compositions of objects uniformly.}}	DesignPatterns	1	
Pattern name: {{c1::Decorator}} Intent: {{c2::Attach additional responsibilities to an object dynamically. This pattern provides a flexible alternative to subclassing for extending functionality.}}	DesignPatterns	1	
Pattern name: {{c1::Facade}} Intent: {{c2::Provide a unified interface to a set of interfaces in a subsystem. This pattern defines a higher-level interface that makes the subsystem easier to use.}}	DesignPatterns	1	
Pattern name: {{c1::Flyweight}} Intent: {{c2::Use sharing to support large numbers of fine-grained objects efficiently.}}	DesignPatterns	1	
Pattern name: {{c1::Proxy}} Intent: {{c2::Provide a surrogate or placeholder for another object to control access to it.}}	DesignPatterns	1	
Pattern name: {{c1::Chain of Responsibility}} Intent: {{c2::Avoid coupling the sender of a request to its receiver by giving more than one object a chance to handle the request. Chain the receiving objects and pass the request along the chain until an object handles it.}}	DesignPatterns	1	
Pattern name: {{c1::Command}} Intent: {{c2::Encapsulate a request as an object, thereby letting you parameterize clients with different requests, queue or log requests, and support undoable operations.}}	DesignPatterns	1	
Pattern name: {{c1::Interpreter}} Intent: {{c2::Given a language, define a representation for its grammar along with an interpreter that uses the representation to interpret sentences in the language.}}	DesignPatterns	1	
Pattern name: {{c1::Mediator}} Intent: {{c2::Define an object that encapsulates how a set of objects interact. This pattern promotes loose coupling by keeping objects from referring to each other explicitly, and it lets you vary their interaction independently.}}	DesignPatterns	1	
Pattern name: {{c1::Memento}} Intent: {{c2::Without violating encapsulation, capture and externalize an object's internal state so that the object can be restored to this state later.}}	DesignPatterns	1	
Pattern name: {{c1::Observer}} Intent: {{c2::Define a one-to-many dependency between objects so that when one object changes state, all its dependents are notified and updated automatically.}}	DesignPatterns	1	
Pattern name: {{c1::State}} Intent: {{c2::Allow an object to alter its behavior when its internal state changes. The object will appear to change its class.}}	DesignPatterns	1	
Pattern name: {{c1::Strategy}} Intent: {{c2::Define a family of algorithms, encapsulate each one, and make them interchangeable. This pattern lets the algorithm vay independently from clients that use it.}}	DesignPatterns	1	
Pattern name: {{c1::Template Method}} Intent: {{c2::Define the skeleton of an algorithm in an operation, deferring some steps to subclasses. This pattern lets subclasses redefine certain steps of an algorithm without changing the algorithm's structure.}}	DesignPatterns	1	
Pattern name: {{c1::Visitor}} Intent: {{c2::Represent an operation to be performed on the elements of an object structure. This pattern lets you define a new operation without changing the classes of the elements on which it operates.}}	DesignPatterns	1	
A/an {{c1::scope and purpose}} is called a/an {{c2::classification}}.	DesignPatterns	1	
Abstract Factory is of classification {{c1::object creational}}.	DesignPatterns	1	
Builder is of classification {{c1::object creational}}.	DesignPatterns	1	
Factory Method is of classification {{c1::class creational}}.	DesignPatterns	1	
Prototype is of classification {{c1::object creational}}.	DesignPatterns	1	
